Student_ID,Age,Major,Primary_AI_Tool,Task_Frequency_Daily,Main_Usage_Case,GPA_Baseline,GPA_Post_AI,Time_Saved_Hours_Weekly,AI_Ethics_Concern,Career_Confidence_Score
STU-4010,24,Data Science,ChatGPT-4o,1,Essay Drafting,3.59,3.59,13,Medium,8
STU-3624,18,Biology,Claude 3.5,5,Essay Drafting,2.82,3.02,6,Medium,4
STU-3853,18,Business Administration,Claude 3.5,9,Essay Drafting,3.9,3.8,7,High,6
STU-9877,25,Data Science,GitHub Copilot,1,Exam Prep,3.69,3.79,4,High,6
STU-5067,24,Business Administration,Gemini Pro,2,Code Debugging,3.86,4,12,High,4
STU-0079,19,Business Administration,Gemini Pro,5,Essay Drafting,2.75,3.05,13,High,6
STU-3257,18,Business Administration,Perplexity,5,Exam Prep,3.56,3.86,12,Medium,1
STU-4722,24,Fine Arts,Claude 3.5,8,Code Debugging,3.16,3.36,9,Low,8
STU-0152,20,Business Administration,Perplexity,4,Brainstorming,2.52,2.42,12,Low,5
STU-2936,20,Business Administration,Claude 3.5,7,Exam Prep,3.34,3.24,5,High,8
STU-4974,25,Modern History,Gemini Pro,4,Literature Review,3.52,3.72,10,High,2
STU-2921,21,Software Engineering,Gemini Pro,1,Literature Review,3.89,4,14,Medium,2
STU-2807,25,Biology,Claude 3.5,1,Essay Drafting,3.67,3.77,13,High,6
STU-8619,22,Modern History,Claude 3.5,2,Literature Review,3.28,3.58,15,High,6
STU-5607,24,Modern History,Gemini Pro,3,Exam Prep,3.12,3.42,12,Medium,1
STU-3459,25,Data Science,Claude 3.5,5,Literature Review,3.12,3.12,13,Medium,2
STU-5729,22,Business Administration,Claude 3.5,3,Essay Drafting,3.97,4,13,Medium,5
STU-6057,19,Modern History,ChatGPT-4o,1,Brainstorming,2.83,2.93,9,High,3
STU-2606,20,Business Administration,Claude 3.5,6,Exam Prep,3.58,3.48,8,Low,1
STU-8176,18,Software Engineering,GitHub Copilot,7,Literature Review,3.67,3.67,15,Medium,3
STU-1297,18,Data Science,Gemini Pro,1,Literature Review,3.23,3.33,2,High,5
STU-7927,20,Software Engineering,Gemini Pro,9,Brainstorming,3.92,4,3,High,6
STU-1335,25,Data Science,Gemini Pro,5,Code Debugging,3.01,3.21,12,Medium,4
STU-1036,21,Data Science,Gemini Pro,5,Brainstorming,3.25,3.35,12,Medium,4
STU-2179,23,Modern History,GitHub Copilot,3,Exam Prep,3.79,3.99,14,Low,7
STU-2023,23,Business Administration,Perplexity,7,Code Debugging,3.07,2.97,6,High,2
STU-4954,24,Data Science,Gemini Pro,5,Literature Review,3.65,3.55,12,Low,2
STU-8828,19,Fine Arts,ChatGPT-4o,9,Exam Prep,3.84,4,8,Low,1
STU-7288,21,Fine Arts,ChatGPT-4o,6,Brainstorming,2.94,2.94,4,Medium,8
STU-6856,23,Software Engineering,Gemini Pro,9,Essay Drafting,3.54,3.64,13,Low,10
STU-0880,18,Modern History,Claude 3.5,1,Brainstorming,3.89,3.99,9,Medium,8
STU-1630,25,Fine Arts,Perplexity,3,Exam Prep,2.72,2.62,9,High,10
STU-9526,21,Business Administration,Perplexity,1,Code Debugging,3.32,3.42,11,Medium,6
STU-9458,24,Business Administration,Claude 3.5,4,Code Debugging,2.67,2.57,13,Medium,2
STU-1321,20,Data Science,Gemini Pro,8,Brainstorming,3.31,3.61,14,High,8
STU-5186,25,Fine Arts,Claude 3.5,3,Exam Prep,3.02,3.32,9,Medium,6
STU-7799,21,Business Administration,ChatGPT-4o,2,Brainstorming,3.44,3.34,13,Medium,7
STU-0260,24,Biology,Perplexity,2,Code Debugging,2.54,2.64,11,Medium,6
STU-2396,20,Biology,Perplexity,3,Exam Prep,3.26,3.16,10,Low,1
STU-3234,23,Biology,Perplexity,4,Brainstorming,3.63,3.93,2,Medium,4
STU-7651,21,Modern History,Gemini Pro,10,Exam Prep,2.73,2.83,8,High,5
STU-7744,25,Software Engineering,ChatGPT-4o,3,Literature Review,3.5,3.4,2,High,10
STU-3765,22,Biology,Perplexity,8,Exam Prep,3.05,3.25,6,High,6
STU-4996,20,Fine Arts,Perplexity,5,Code Debugging,2.92,2.92,4,Medium,5
STU-2098,22,Data Science,Perplexity,5,Exam Prep,2.82,2.92,5,Medium,9
STU-7962,18,Software Engineering,Perplexity,10,Brainstorming,3.18,3.08,11,Low,10
STU-1927,25,Data Science,Gemini Pro,7,Brainstorming,3.75,3.95,10,Medium,7
STU-5445,24,Biology,GitHub Copilot,7,Literature Review,3.77,4,4,Low,1
STU-4125,18,Data Science,ChatGPT-4o,2,Literature Review,2.78,2.88,15,Low,4
STU-4424,25,Software Engineering,Claude 3.5,6,Brainstorming,2.85,2.85,2,Low,10
STU-6927,22,Business Administration,Perplexity,7,Literature Review,3.51,3.51,8,High,1
STU-4991,24,Modern History,ChatGPT-4o,6,Literature Review,3.9,4,7,High,6
STU-9699,25,Business Administration,Perplexity,8,Essay Drafting,3.49,3.59,13,High,10
STU-2160,25,Business Administration,Perplexity,10,Literature Review,3.78,3.78,4,High,9
STU-1744,22,Business Administration,Claude 3.5,9,Exam Prep,3.44,3.54,13,High,4
STU-7327,22,Biology,GitHub Copilot,9,Exam Prep,3.7,3.8,9,High,6
STU-3461,23,Business Administration,Perplexity,10,Literature Review,3.58,3.48,10,High,2
STU-5187,21,Software Engineering,ChatGPT-4o,8,Code Debugging,3.57,3.47,9,High,2
STU-9828,22,Modern History,Perplexity,9,Essay Drafting,3.81,4,13,High,8
STU-8914,25,Biology,GitHub Copilot,5,Brainstorming,2.55,2.85,6,High,5
STU-3060,24,Business Administration,Perplexity,9,Essay Drafting,3.79,3.99,7,High,3
STU-2799,23,Business Administration,ChatGPT-4o,6,Exam Prep,2.57,2.67,12,Low,2
STU-7312,22,Software Engineering,ChatGPT-4o,3,Essay Drafting,3.93,3.93,11,High,2
STU-2044,23,Fine Arts,GitHub Copilot,8,Code Debugging,3.06,3.06,13,Low,7
STU-8986,20,Business Administration,GitHub Copilot,5,Exam Prep,3.5,3.8,3,Medium,2
STU-0313,20,Business Administration,Perplexity,5,Exam Prep,3.22,3.42,14,Medium,10
STU-1798,25,Business Administration,Gemini Pro,10,Essay Drafting,3.17,3.47,7,High,4
STU-2696,18,Fine Arts,GitHub Copilot,5,Essay Drafting,2.9,3.1,2,Low,6
STU-1788,19,Fine Arts,ChatGPT-4o,10,Brainstorming,3.4,3.4,3,High,1
STU-3145,20,Modern History,Gemini Pro,8,Literature Review,3.32,3.42,12,Low,8
STU-3810,22,Data Science,GitHub Copilot,8,Essay Drafting,3.23,3.23,6,High,9
STU-1376,23,Data Science,ChatGPT-4o,5,Exam Prep,3.06,3.36,9,High,9
STU-5701,21,Data Science,Gemini Pro,3,Exam Prep,3.48,3.58,4,Low,2
STU-7773,24,Modern History,Claude 3.5,2,Essay Drafting,3.81,3.71,12,Low,1
STU-8991,20,Biology,Claude 3.5,4,Brainstorming,3.45,3.45,10,Medium,1
STU-6975,18,Modern History,Claude 3.5,9,Essay Drafting,3.79,4,2,High,8
STU-5389,24,Data Science,Claude 3.5,8,Literature Review,2.59,2.79,7,High,7
STU-2421,18,Business Administration,Claude 3.5,1,Brainstorming,2.52,2.72,9,Low,4
STU-7366,25,Fine Arts,GitHub Copilot,4,Essay Drafting,2.86,2.76,13,Medium,9
STU-4738,20,Modern History,Gemini Pro,3,Literature Review,3.31,3.31,11,Low,5
STU-5388,20,Data Science,Perplexity,3,Exam Prep,3.56,3.46,14,Medium,6
STU-4815,21,Fine Arts,ChatGPT-4o,1,Literature Review,3.37,3.37,11,Medium,2
STU-1933,23,Data Science,Claude 3.5,1,Code Debugging,3.34,3.44,3,Medium,4
STU-3131,19,Business Administration,Perplexity,3,Exam Prep,2.75,3.05,2,Low,5
STU-3725,20,Modern History,Gemini Pro,10,Code Debugging,3.38,3.58,4,High,4
STU-7204,23,Business Administration,ChatGPT-4o,8,Essay Drafting,3.94,4,2,High,4
STU-8535,19,Fine Arts,ChatGPT-4o,1,Literature Review,2.71,2.91,8,Low,6
STU-1436,22,Biology,Gemini Pro,7,Exam Prep,3.76,3.66,6,Medium,10
STU-0110,20,Fine Arts,Claude 3.5,1,Code Debugging,2.8,3,8,Medium,7
STU-0478,19,Fine Arts,Gemini Pro,2,Brainstorming,3.05,2.95,8,Low,1
STU-3267,20,Software Engineering,Perplexity,6,Brainstorming,3.89,4,13,High,9
STU-3966,19,Software Engineering,GitHub Copilot,2,Literature Review,2.84,2.84,7,Low,6
STU-0097,21,Software Engineering,Gemini Pro,9,Essay Drafting,2.73,3.03,13,High,8
STU-7163,25,Software Engineering,GitHub Copilot,4,Exam Prep,2.71,2.81,12,Medium,4
STU-1626,20,Data Science,Perplexity,2,Literature Review,3.44,3.64,4,Low,10
STU-2933,19,Modern History,Perplexity,5,Brainstorming,3.39,3.29,6,Low,5
STU-4455,18,Modern History,Gemini Pro,8,Exam Prep,3.88,3.98,5,High,10
STU-0911,20,Biology,Gemini Pro,5,Brainstorming,3.43,3.53,6,Low,2
STU-4484,22,Software Engineering,Perplexity,2,Brainstorming,3.54,3.84,13,Low,2
STU-2320,18,Biology,Claude 3.5,3,Code Debugging,3.57,3.47,4,Low,7
STU-8588,20,Data Science,Claude 3.5,10,Brainstorming,3.97,4,13,High,10
STU-0698,19,Data Science,Perplexity,1,Essay Drafting,3.51,3.71,2,High,4
STU-2873,22,Biology,GitHub Copilot,6,Literature Review,3.72,3.62,15,Low,4
STU-1224,25,Fine Arts,ChatGPT-4o,3,Exam Prep,3.67,3.77,13,High,1
STU-2092,21,Modern History,GitHub Copilot,3,Code Debugging,2.61,2.61,4,High,8
STU-4123,22,Biology,Claude 3.5,6,Brainstorming,3.26,3.36,7,Medium,1
STU-8289,20,Data Science,Gemini Pro,4,Brainstorming,3,2.9,15,Medium,3
STU-0051,18,Modern History,ChatGPT-4o,6,Code Debugging,3.11,3.31,9,Low,1
STU-1911,24,Fine Arts,ChatGPT-4o,4,Code Debugging,3.76,3.96,12,Low,9
STU-5673,25,Modern History,ChatGPT-4o,5,Brainstorming,3.36,3.66,12,High,10
STU-0095,20,Data Science,ChatGPT-4o,5,Essay Drafting,3.48,3.78,10,Low,3
STU-9084,25,Business Administration,ChatGPT-4o,10,Brainstorming,2.86,3.16,11,High,7
STU-6993,24,Business Administration,Gemini Pro,2,Code Debugging,3.44,3.34,5,Medium,1
STU-2922,20,Business Administration,Claude 3.5,6,Exam Prep,3.17,3.17,11,Medium,8
STU-1336,20,Biology,Perplexity,2,Brainstorming,2.93,2.93,5,High,7
STU-2872,21,Data Science,ChatGPT-4o,8,Brainstorming,3.63,3.73,9,Medium,6
STU-7397,22,Fine Arts,Claude 3.5,5,Literature Review,3.75,3.75,14,High,3
STU-7865,25,Fine Arts,ChatGPT-4o,2,Code Debugging,3.49,3.69,12,Medium,3
STU-1244,19,Modern History,GitHub Copilot,9,Literature Review,3.49,3.49,10,High,5
STU-0345,25,Biology,Gemini Pro,10,Exam Prep,2.98,2.88,3,Low,4
STU-3192,21,Software Engineering,Claude 3.5,8,Literature Review,3.65,3.85,2,High,7
STU-7867,20,Data Science,Perplexity,3,Code Debugging,2.63,2.83,3,Low,8
STU-4227,22,Software Engineering,GitHub Copilot,10,Exam Prep,3.84,4,7,Medium,1
STU-2607,23,Business Administration,GitHub Copilot,7,Essay Drafting,3.71,3.71,15,Medium,4
STU-4469,22,Modern History,ChatGPT-4o,6,Literature Review,2.83,2.93,3,High,1
STU-0519,24,Modern History,Perplexity,10,Code Debugging,3.44,3.64,6,Low,7
STU-5489,23,Biology,Perplexity,2,Essay Drafting,3.3,3.6,11,Medium,2
STU-3034,20,Software Engineering,ChatGPT-4o,2,Code Debugging,2.86,2.96,12,Medium,8
STU-1106,21,Modern History,GitHub Copilot,7,Literature Review,3.21,3.41,13,Low,1
STU-9829,21,Biology,Claude 3.5,1,Literature Review,2.73,2.93,11,High,7
STU-5807,19,Fine Arts,Perplexity,7,Exam Prep,2.99,3.29,14,Low,10
STU-1624,22,Fine Arts,ChatGPT-4o,6,Code Debugging,3.48,3.68,14,Low,1
STU-8556,21,Fine Arts,Claude 3.5,1,Code Debugging,2.98,3.08,11,Medium,8
STU-6354,22,Business Administration,GitHub Copilot,5,Brainstorming,3.36,3.56,4,Medium,6
STU-5581,23,Data Science,Gemini Pro,9,Brainstorming,2.77,2.97,6,High,8
STU-2784,24,Data Science,Claude 3.5,3,Exam Prep,3.49,3.49,9,High,10
STU-2457,18,Software Engineering,Gemini Pro,1,Exam Prep,3.94,3.84,6,Low,1
STU-3697,21,Business Administration,GitHub Copilot,6,Essay Drafting,3.82,4,5,High,1
STU-7334,25,Data Science,Gemini Pro,2,Literature Review,2.64,2.54,9,Low,5
STU-0385,20,Modern History,GitHub Copilot,10,Essay Drafting,2.9,2.9,10,Medium,3
STU-5455,25,Fine Arts,Claude 3.5,6,Code Debugging,2.51,2.51,7,High,4
STU-6389,21,Fine Arts,Claude 3.5,1,Code Debugging,2.82,2.82,2,Low,2
STU-8996,25,Fine Arts,Claude 3.5,1,Exam Prep,2.85,2.95,4,Low,1
STU-2463,25,Modern History,ChatGPT-4o,10,Exam Prep,3.35,3.35,10,Low,1
STU-4156,25,Software Engineering,ChatGPT-4o,9,Exam Prep,2.62,2.82,3,Medium,1
STU-9303,19,Biology,Perplexity,4,Essay Drafting,3.38,3.38,7,Low,7
STU-9823,21,Data Science,ChatGPT-4o,3,Brainstorming,3.74,3.94,9,Low,3
STU-6165,20,Business Administration,Claude 3.5,3,Literature Review,2.97,3.17,14,Medium,6
STU-9560,18,Biology,ChatGPT-4o,7,Code Debugging,3.96,4,13,Medium,8
STU-0855,19,Fine Arts,Claude 3.5,6,Brainstorming,3.22,3.32,7,Medium,6
STU-2017,19,Software Engineering,Gemini Pro,5,Essay Drafting,3.87,3.97,3,Medium,8
STU-8870,25,Software Engineering,ChatGPT-4o,6,Brainstorming,3.94,3.84,12,Medium,10
STU-5319,19,Software Engineering,Claude 3.5,1,Brainstorming,2.67,2.87,5,Low,9
STU-3892,25,Business Administration,GitHub Copilot,8,Essay Drafting,3.47,3.37,4,Medium,2
STU-6908,25,Biology,Claude 3.5,3,Brainstorming,3.43,3.53,13,Low,6
STU-4977,23,Modern History,ChatGPT-4o,1,Essay Drafting,3.29,3.39,2,Low,2
STU-6807,22,Modern History,Claude 3.5,5,Exam Prep,2.67,2.57,8,Low,6
STU-2785,25,Biology,ChatGPT-4o,3,Literature Review,2.54,2.54,8,High,9
STU-3149,25,Fine Arts,ChatGPT-4o,5,Brainstorming,2.83,2.83,3,High,9
STU-6249,24,Business Administration,ChatGPT-4o,10,Literature Review,2.51,2.41,3,Medium,2
STU-1463,20,Modern History,Perplexity,9,Exam Prep,2.63,2.83,9,High,9
STU-4153,19,Biology,Perplexity,5,Essay Drafting,2.67,2.77,2,Low,6
STU-3142,18,Data Science,Gemini Pro,1,Exam Prep,3.92,3.92,7,Low,1
STU-5015,20,Business Administration,Perplexity,1,Literature Review,2.9,2.9,3,Medium,1
STU-4433,20,Data Science,Gemini Pro,3,Exam Prep,2.59,2.89,9,Low,5
STU-4819,20,Fine Arts,Perplexity,4,Essay Drafting,3.26,3.46,6,Medium,3
STU-9248,24,Biology,Perplexity,9,Brainstorming,3.39,3.29,9,High,3
STU-7154,19,Data Science,Gemini Pro,1,Brainstorming,3.26,3.46,12,Low,8
STU-1108,18,Software Engineering,Gemini Pro,2,Essay Drafting,3.89,3.89,2,Medium,1
STU-4487,21,Data Science,Gemini Pro,8,Code Debugging,2.63,2.63,9,Low,1
STU-5512,24,Data Science,Perplexity,8,Literature Review,3.27,3.17,15,High,2
STU-4928,24,Data Science,Claude 3.5,1,Literature Review,3.65,3.55,4,Low,4
STU-1581,19,Modern History,GitHub Copilot,10,Code Debugging,2.8,2.7,6,Medium,5
STU-1579,24,Business Administration,Gemini Pro,4,Essay Drafting,2.72,2.72,5,Low,2
STU-4753,24,Fine Arts,Gemini Pro,3,Exam Prep,3.28,3.18,12,Low,8
STU-5998,23,Data Science,Gemini Pro,2,Essay Drafting,2.88,3.08,14,High,9
STU-4825,18,Biology,Claude 3.5,9,Brainstorming,3.8,4,14,Low,8
STU-1876,22,Business Administration,Perplexity,1,Literature Review,3.42,3.42,3,Low,1
STU-8810,24,Software Engineering,GitHub Copilot,5,Brainstorming,2.66,2.56,4,Medium,6
STU-0444,18,Fine Arts,Gemini Pro,1,Literature Review,3.21,3.11,4,High,3
STU-5837,19,Fine Arts,ChatGPT-4o,2,Exam Prep,3.94,4,2,Medium,6
STU-3592,24,Modern History,Claude 3.5,7,Essay Drafting,3.8,3.8,7,High,3
STU-7899,19,Modern History,Claude 3.5,9,Essay Drafting,3.63,3.63,12,Medium,9
STU-1392,22,Modern History,Perplexity,10,Code Debugging,3.45,3.35,10,Low,7
STU-0780,20,Fine Arts,Claude 3.5,4,Code Debugging,3.96,4,11,Medium,9
STU-1521,24,Data Science,GitHub Copilot,10,Brainstorming,3.24,3.24,4,Low,9
STU-8089,19,Data Science,GitHub Copilot,3,Code Debugging,3.25,3.55,2,Medium,6
STU-1495,24,Software Engineering,Gemini Pro,4,Literature Review,2.69,2.69,2,High,3
STU-9942,19,Software Engineering,ChatGPT-4o,4,Exam Prep,2.75,2.95,6,High,6
STU-1502,19,Modern History,GitHub Copilot,9,Essay Drafting,2.95,3.25,14,Medium,4
STU-2901,23,Fine Arts,Gemini Pro,4,Exam Prep,3.98,3.88,8,Low,8
STU-2714,25,Software Engineering,GitHub Copilot,8,Literature Review,3.55,3.55,11,Low,8
STU-2552,24,Modern History,Gemini Pro,3,Code Debugging,3.3,3.2,14,Low,7
STU-0598,21,Biology,Claude 3.5,1,Code Debugging,3.91,3.91,15,Medium,6
STU-3628,22,Software Engineering,Gemini Pro,7,Essay Drafting,3.18,3.18,10,Low,2
STU-8751,19,Software Engineering,GitHub Copilot,4,Literature Review,3.86,4,14,High,6
STU-7580,19,Software Engineering,GitHub Copilot,9,Brainstorming,2.71,2.91,3,High,3
STU-5646,23,Biology,Claude 3.5,2,Exam Prep,2.85,2.95,7,Low,1
STU-6762,19,Biology,ChatGPT-4o,4,Exam Prep,3.63,3.63,4,High,10
STU-4170,22,Fine Arts,Claude 3.5,9,Exam Prep,3.55,3.85,9,High,3
STU-4677,22,Software Engineering,Perplexity,6,Literature Review,3.32,3.42,15,Low,2
STU-0552,18,Modern History,GitHub Copilot,2,Literature Review,3.11,3.21,6,High,8
STU-7494,22,Data Science,Gemini Pro,2,Brainstorming,3.83,3.73,4,High,2
STU-6054,23,Modern History,ChatGPT-4o,3,Code Debugging,2.59,2.89,11,Medium,1
STU-0406,23,Software Engineering,ChatGPT-4o,1,Exam Prep,2.52,2.52,4,High,1
STU-7959,20,Fine Arts,Perplexity,6,Code Debugging,3.39,3.49,10,High,6
STU-3178,20,Business Administration,Perplexity,7,Brainstorming,3.1,3.3,14,Medium,10
STU-1982,22,Business Administration,Claude 3.5,10,Exam Prep,3.28,3.48,9,Medium,3
STU-7399,20,Data Science,Claude 3.5,6,Exam Prep,3.11,3.21,8,Low,1
STU-8612,25,Fine Arts,Perplexity,7,Code Debugging,3.42,3.42,10,Medium,4
STU-0190,24,Biology,Perplexity,7,Exam Prep,3.85,4,4,High,9
STU-0719,25,Software Engineering,Perplexity,9,Literature Review,3.4,3.6,10,Medium,8
STU-9773,24,Data Science,GitHub Copilot,3,Code Debugging,2.55,2.75,7,High,4
STU-0112,18,Fine Arts,Gemini Pro,1,Code Debugging,2.58,2.48,2,High,8
STU-2572,19,Business Administration,GitHub Copilot,8,Exam Prep,3.94,3.84,12,Medium,9
STU-6262,22,Software Engineering,Gemini Pro,1,Literature Review,3.71,3.61,2,Low,5
STU-7804,18,Data Science,GitHub Copilot,5,Literature Review,2.97,2.97,9,High,3
STU-4994,20,Biology,Perplexity,10,Code Debugging,3.45,3.65,15,Medium,4
STU-4727,20,Software Engineering,Perplexity,2,Exam Prep,2.95,2.95,11,High,8
STU-6907,25,Data Science,Perplexity,3,Exam Prep,3.51,3.61,7,High,9
STU-8911,21,Fine Arts,ChatGPT-4o,4,Exam Prep,3.99,4,9,Medium,6
STU-0256,24,Fine Arts,Claude 3.5,2,Literature Review,3.57,3.67,4,Medium,9
STU-2450,24,Biology,GitHub Copilot,8,Code Debugging,3.92,4,5,Medium,4
STU-9841,25,Data Science,Gemini Pro,8,Literature Review,3.7,3.9,7,High,10
STU-5579,19,Biology,GitHub Copilot,8,Exam Prep,2.74,2.84,14,Low,8
STU-8142,25,Business Administration,ChatGPT-4o,3,Brainstorming,2.63,2.93,14,Medium,8
STU-1586,25,Biology,GitHub Copilot,9,Code Debugging,2.67,2.87,3,High,3
STU-6644,20,Business Administration,Claude 3.5,6,Brainstorming,3.54,3.54,10,Medium,6
STU-0991,22,Business Administration,GitHub Copilot,10,Exam Prep,3.31,3.41,5,Low,10
STU-5488,18,Modern History,GitHub Copilot,4,Essay Drafting,3.52,3.42,11,Low,2
STU-3301,25,Business Administration,GitHub Copilot,5,Essay Drafting,2.99,2.89,9,Medium,9
STU-0271,25,Data Science,Claude 3.5,3,Essay Drafting,2.7,3,8,Medium,5
STU-6427,21,Software Engineering,GitHub Copilot,10,Literature Review,3.64,3.54,14,Low,6
STU-6820,22,Software Engineering,GitHub Copilot,5,Essay Drafting,3.69,3.79,2,Low,6
STU-6146,22,Data Science,Claude 3.5,6,Literature Review,3.97,3.87,4,Medium,10
STU-6095,22,Data Science,ChatGPT-4o,10,Exam Prep,3.38,3.28,5,Medium,7
STU-5090,24,Modern History,Gemini Pro,1,Brainstorming,3.04,3.04,13,High,10
STU-6147,18,Business Administration,GitHub Copilot,4,Brainstorming,3.38,3.48,8,Low,2
STU-0096,19,Data Science,GitHub Copilot,1,Essay Drafting,3.06,3.36,8,High,10
STU-3685,21,Fine Arts,Claude 3.5,4,Exam Prep,2.79,2.79,11,High,6
STU-8812,23,Fine Arts,Claude 3.5,4,Literature Review,3.78,3.68,8,Low,8
STU-6620,25,Business Administration,GitHub Copilot,8,Brainstorming,3.49,3.59,6,Medium,4
STU-0656,23,Software Engineering,Perplexity,6,Literature Review,3.8,4,9,Medium,8
STU-8549,18,Business Administration,Perplexity,2,Brainstorming,2.5,2.4,13,Medium,10
STU-3582,19,Data Science,Gemini Pro,9,Essay Drafting,4,4,15,Low,4
STU-1705,25,Software Engineering,Claude 3.5,2,Code Debugging,3.13,3.13,8,Low,7
STU-8611,21,Modern History,ChatGPT-4o,5,Essay Drafting,3.8,3.8,11,Low,2
STU-4562,20,Biology,GitHub Copilot,5,Essay Drafting,2.51,2.61,2,Low,5
STU-3546,19,Data Science,Perplexity,5,Essay Drafting,3.8,3.7,5,High,9
STU-4540,24,Software Engineering,GitHub Copilot,8,Brainstorming,3.08,3.08,11,High,4
STU-7087,19,Software Engineering,GitHub Copilot,10,Exam Prep,3.25,3.15,12,High,5
STU-3395,25,Biology,Perplexity,10,Brainstorming,3.45,3.75,9,High,6
STU-0702,22,Business Administration,Gemini Pro,5,Essay Drafting,3.7,3.8,12,Low,8
STU-9977,18,Fine Arts,Gemini Pro,5,Code Debugging,2.83,2.83,6,Medium,1
STU-7164,22,Biology,Claude 3.5,5,Literature Review,3.74,4,12,Medium,1
STU-6161,25,Software Engineering,Perplexity,1,Code Debugging,3.24,3.34,10,High,9
STU-4441,19,Data Science,ChatGPT-4o,1,Brainstorming,2.96,3.16,12,High,7
STU-2902,20,Software Engineering,ChatGPT-4o,8,Exam Prep,3.98,3.98,7,Low,1
STU-8423,25,Data Science,GitHub Copilot,4,Code Debugging,3.45,3.65,8,High,5
STU-2486,22,Data Science,Gemini Pro,1,Literature Review,2.64,2.84,6,High,6
STU-5638,20,Modern History,Gemini Pro,7,Literature Review,3.94,3.84,9,Medium,6
STU-4681,23,Data Science,Gemini Pro,1,Code Debugging,2.69,2.79,4,High,3
STU-9136,24,Software Engineering,Claude 3.5,8,Code Debugging,3.02,3.22,13,High,5
STU-2194,22,Fine Arts,Gemini Pro,10,Literature Review,3.21,3.41,3,Low,1
STU-5697,19,Software Engineering,Perplexity,5,Brainstorming,2.87,3.07,8,High,2
STU-7416,25,Business Administration,Claude 3.5,5,Literature Review,3.05,3.05,13,Low,4
STU-1298,22,Fine Arts,ChatGPT-4o,9,Essay Drafting,3.03,3.03,13,High,4
STU-2036,18,Software Engineering,ChatGPT-4o,3,Code Debugging,3.06,3.06,7,Medium,9
STU-6597,19,Biology,GitHub Copilot,5,Essay Drafting,3.32,3.62,7,Medium,2
STU-6943,25,Biology,Gemini Pro,2,Code Debugging,3.21,3.41,3,High,3
STU-3479,19,Modern History,Claude 3.5,1,Literature Review,3.96,3.86,3,Low,6
STU-1308,21,Data Science,GitHub Copilot,6,Brainstorming,2.91,2.91,3,Medium,7
STU-2138,25,Data Science,ChatGPT-4o,5,Brainstorming,2.58,2.88,2,Low,9
STU-7657,24,Software Engineering,Gemini Pro,8,Brainstorming,3.74,3.64,8,Medium,4
STU-1537,22,Fine Arts,Claude 3.5,10,Literature Review,3.27,3.17,2,Low,3
STU-0860,21,Modern History,ChatGPT-4o,10,Exam Prep,3.9,3.9,3,High,8
STU-7429,21,Fine Arts,Gemini Pro,4,Code Debugging,2.88,2.98,15,Low,2
STU-3425,19,Fine Arts,GitHub Copilot,6,Essay Drafting,3.95,4,11,High,2
STU-2077,19,Software Engineering,Perplexity,4,Code Debugging,3.22,3.42,3,High,8
STU-2476,18,Fine Arts,GitHub Copilot,2,Literature Review,2.84,2.84,15,Low,1
STU-2471,22,Software Engineering,ChatGPT-4o,9,Essay Drafting,3.33,3.33,3,High,1
STU-0771,21,Modern History,Perplexity,2,Brainstorming,3.34,3.64,7,High,4
STU-7622,22,Business Administration,Perplexity,6,Literature Review,3.09,3.39,15,Medium,1
STU-7979,22,Fine Arts,ChatGPT-4o,5,Exam Prep,2.76,3.06,9,High,3
STU-9092,18,Business Administration,Gemini Pro,3,Literature Review,2.83,2.73,9,High,5
STU-2167,24,Business Administration,GitHub Copilot,8,Code Debugging,3.1,3.1,15,Low,9
STU-2905,22,Modern History,Claude 3.5,6,Essay Drafting,3.26,3.26,14,Medium,7
STU-3438,18,Software Engineering,Gemini Pro,2,Exam Prep,3.88,3.78,11,Medium,8
STU-8340,21,Modern History,Perplexity,10,Essay Drafting,3.42,3.52,13,Medium,3
STU-8951,21,Software Engineering,Gemini Pro,10,Essay Drafting,3.29,3.39,4,Medium,2
STU-0846,24,Business Administration,Claude 3.5,10,Code Debugging,2.85,2.85,15,High,5
STU-4929,25,Biology,Claude 3.5,4,Essay Drafting,3.84,3.84,3,Low,10
STU-7512,20,Business Administration,ChatGPT-4o,7,Literature Review,3.55,3.65,6,High,9
